YearWeekISO,ReportingCountry,Denominator,NumberDosesReceived,NumberDosesExported,FirstDose,FirstDoseRefused,SecondDose,DoseAdditional1,UnknownDose,Region,TargetGroup,Vaccine,Population
2021-W11,PL,191571,,,0,,0,0,0,PL41,Age0_4,MOD,37958138
2021-W11,PL,1921497,,,0,,0,0,0,PL,Age0_4,JANSS,37958138
2021-W11,PL,57459,,,0,,0,0,0,PL84,Age0_4,JANSS,37958138
2021-W11,PL,43163,,,0,,0,0,0,PL52,Age0_4,COM,37958138
2021-W11,PL,138040,,,0,,0,0,0,PL51,Age0_4,MOD,37958138
2021-W11,PL,112466,,,0,,0,0,0,PL71,Age0_4,COM,37958138
2021-W11,PL,138040,,,0,,0,0,0,PL51,Age0_4,AZ,37958138
2021-W11,PL,,,,0,,0,0,0,PL92X,Age0_4,MOD,37958138
2021-W11,PL,1921497,,,0,,0,0,0,PL,Age0_4,COM,37958138
2021-W11,PL,104514,,,0,,0,0,0,PL82,Age0_4,JANSS,37958138
2021-W11,PL,98408,,,0,,0,0,0,PL81,Age0_4,MOD,37958138
2021-W11,PL,212149,,,0,,0,0,0,PL22,Age0_4,AZ,37958138
2021-W11,PL,52712,,,0,,0,0,0,PL72,Age0_4,MOD,37958138
2021-W11,PL,186063,,,0,,0,0,0,PL21,Age0_4,AZ,37958138
2021-W11,PL,186063,,,0,,0,0,0,PL21,Age0_4,COM,37958138
2021-W11,PL,,,,0,,0,0,0,PL92X,Age0_4,JANSS,37958138
2021-W11,PL,,,,0,,0,0,0,PL92X,Age0_4,COM,37958138
2021-W11,PL,57459,,,0,,0,0,0,PL84,Age0_4,COM,37958138
2021-W11,PL,77089,,,0,,0,0,0,PL42,Age0_4,AZ,37958138
2021-W11,PL,57459,,,0,,0,0,0,PL84,Age0_4,AZ,37958138
2021-W11,PL,98408,,,0,,0,0,0,PL81,Age0_4,COM,37958138
2021-W11,PL,98667,,,0,,0,0,0,PL61,Age0_4,AZ,37958138
2021-W11,PL,67332,,,0,,0,0,0,PL62,Age0_4,COM,37958138
2021-W11,PL,52712,,,0,,0,0,0,PL72,Age0_4,COM,37958138
2021-W11,PL,77089,,,0,,0,0,0,PL42,Age0_4,COM,37958138
2021-W11,PL,143481,,,0,,0,0,0,PL51,Age10_14,MOD,37958138
2021-W11,PL,86644,,,0,,0,0,0,PL42,Age10_14,COM,37958138
2021-W11,PL,221340,,,0,,0,0,0,PL22,Age10_14,AZ,37958138
2021-W11,PL,,,,0,,0,0,0,PL92X,Age10_14,AZ,37958138
2021-W11,PL,58269,,,0,,0,0,0,PL84,Age10_14,JANSS,37958138
2021-W11,PL,132055,,,0,,0,0,0,PL63,Age10_14,COM,37958138
2021-W11,PL,59929,,,0,,0,0,0,PL72,Age10_14,JANSS,37958138
2021-W11,PL,54672,,,0,,0,0,0,PL43,Age10_14,COM,37958138
2021-W11,PL,221340,,,0,,0,0,0,PL22,Age10_14,COM,37958138
2021-W11,PL,86644,,,0,,0,0,0,PL42,Age10_14,AZ,37958138
2021-W11,PL,108485,,,0,,0,0,0,PL81,Age10_14,AZ,37958138
2021-W11,PL,143481,,,0,,0,0,0,PL51,Age10_14,JANSS,37958138
2021-W11,PL,44821,,,0,,0,0,0,PL52,Age10_14,AZ,37958138
2021-W11,PL,194327,,,0,,0,0,0,PL41,Age10_14,COM,37958138
2021-W11,PL,110295,,,0,,0,0,0,PL82,Age10_14,MOD,37958138
2021-W11,PL,76810,,,0,,0,0,0,PL62,Age10_14,AZ,37958138
2021-W11,PL,194327,,,0,,0,0,0,PL41,Age10_14,JANSS,37958138
2021-W11,PL,181411,,,0,,0,0,0,PL21,Age10_14,COM,37958138
2021-W11,PL,132055,,,0,,0,0,0,PL63,Age10_14,JANSS,37958138
2021-W11,PL,76810,,,0,,0,0,0,PL62,Age10_14,MOD,37958138
2021-W11,PL,,,,1,,0,0,0,PL92X,Age10_14,COM,37958138
2021-W11,PL,132055,,,0,,0,0,0,PL63,Age10_14,MOD,37958138
2021-W11,PL,76810,,,0,,0,0,0,PL62,Age10_14,COM,37958138
2021-W11,PL,108485,,,0,,0,0,0,PL81,Age10_14,MOD,37958138
2021-W11,PL,1998280,,,0,,0,0,0,PL,Age10_14,JANSS,37958138
2021-W11,PL,121363,,,0,,0,0,0,PL71,Age10_14,AZ,37958138
2021-W11,PL,86644,,,0,,0,0,0,PL42,Age10_14,MOD,37958138
2021-W11,PL,59929,,,0,,0,0,0,PL72,Age10_14,MOD,37958138
2021-W11,PL,221340,,,0,,0,0,0,PL22,Age10_14,JANSS,37958138
2021-W11,PL,1998280,,,0,,0,0,0,PL,Age10_14,MOD,37958138
2021-W11,PL,58269,,,0,,0,0,0,PL84,Age10_14,AZ,37958138
2021-W11,PL,1998280,,,0,,0,0,0,PL,Age10_14,AZ,37958138
2021-W11,PL,59929,,,0,,0,0,0,PL72,Age10_14,AZ,37958138
2021-W11,PL,108485,,,0,,0,0,0,PL81,Age10_14,JANSS,37958138
2021-W11,PL,194327,,,0,,0,0,0,PL41,Age10_14,AZ,37958138
2021-W11,PL,76810,,,0,,0,0,0,PL62,Age10_14,JANSS,37958138
2021-W11,PL,59929,,,0,,0,0,0,PL72,Age10_14,COM,37958138
2021-W11,PL,110501,,,0,,0,0,0,PL61,Age10_14,JANSS,37958138
2021-W11,PL,,,,0,,0,0,0,PL92X,Age10_14,MOD,37958138
2021-W11,PL,110295,,,0,,0,0,0,PL82,Age10_14,AZ,37958138
2021-W11,PL,221340,,,0,,0,0,0,PL22,Age10_14,MOD,37958138
2021-W11,PL,58269,,,0,,0,0,0,PL84,Age10_14,COM,37958138
2021-W11,PL,108485,,,0,,0,0,0,PL81,Age10_14,COM,37958138
2021-W11,PL,121363,,,0,,0,0,0,PL71,Age10_14,JANSS,37958138
2021-W11,PL,194327,,,0,,0,0,0,PL41,Age10_14,MOD,37958138
2021-W11,PL,44821,,,0,,0,0,0,PL52,Age10_14,MOD,37958138
2021-W11,PL,110501,,,0,,0,0,0,PL61,Age10_14,MOD,37958138
2021-W11,PL,110295,,,0,,0,0,0,PL82,Age10_14,JANSS,37958138
2021-W11,PL,181411,,,0,,0,0,0,PL21,Age10_14,JANSS,37958138
2021-W11,PL,121363,,,0,,0,0,0,PL71,Age10_14,MOD,37958138
2021-W11,PL,110501,,,0,,0,0,0,PL61,Age10_14,AZ,37958138
2021-W11,PL,121363,,,0,,0,0,0,PL71,Age10_14,COM,37958138
2021-W11,PL,132055,,,0,,0,0,0,PL63,Age10_14,AZ,37958138
2021-W11,PL,44821,,,0,,0,0,0,PL52,Age10_14,JANSS,37958138
2021-W11,PL,58269,,,0,,0,0,0,PL84,Age10_14,MOD,37958138
2021-W11,PL,181411,,,0,,0,0,0,PL21,Age10_14,AZ,37958138
2021-W11,PL,,,,0,,0,0,0,PL92X,Age10_14,JANSS,37958138
2021-W11,PL,1998280,,,1,,0,0,0,PL,Age10_14,COM,37958138
2021-W11,PL,110295,,,0,,0,0,0,PL82,Age10_14,COM,37958138
2021-W11,PL,54672,,,0,,0,0,0,PL43,Age10_14,JANSS,37958138
2021-W11,PL,110501,,,0,,0,0,0,PL61,Age10_14,COM,37958138
2021-W11,PL,181411,,,0,,0,0,0,PL21,Age10_14,MOD,37958138
2021-W11,PL,143481,,,0,,0,0,0,PL51,Age10_14,AZ,37958138
2021-W11,PL,143481,,,0,,0,0,0,PL51,Age10_14,COM,37958138
2021-W11,PL,54672,,,0,,0,0,0,PL43,Age10_14,MOD,37958138
2021-W11,PL,44821,,,0,,0,0,0,PL52,Age10_14,COM,37958138
2021-W11,PL,86644,,,0,,0,0,0,PL42,Age10_14,JANSS,37958138
2021-W11,PL,54672,,,0,,0,0,0,PL43,Age10_14,AZ,37958138
2021-W11,PL,59906,,,3,,1,0,0,PL81,Age15_17,COM,37958138
2021-W11,PL,32231,,,1,,0,0,0,PL84,Age15_17,AZ,37958138
2021-W11,PL,97831,,,7,,0,0,0,PL21,Age15_17,COM,37958138
2021-W11,PL,,,,3,,3,0,0,PL92X,Age15_17,COM,37958138
2021-W11,PL,27688,,,0,,0,0,0,PL43,Age15_17,JANSS,37958138
2021-W11,PL,,,,0,,0,0,0,PL92X,Age15_17,JANSS,37958138
2021-W11,PL,59906,,,0,,0,0,0,PL81,Age15_17,MOD,37958138
2021-W11,PL,99966,,,1,,0,0,0,PL41,Age15_17,AZ,37958138
2021-W11,PL,72016,,,0,,0,0,0,PL51,Age15_17,MOD,37958138
2021-W11,PL,24424,,,1,,0,0,0,PL52,Age15_17,COM,37958138
2021-W11,PL,97831,,,0,,0,0,0,PL21,Age15_17,MOD,37958138
2021-W11,PL,114784,,,0,,0,0,0,PL22,Age15_17,MOD,37958138
2021-W11,PL,67147,,,1,,1,0,0,PL63,Age15_17,COM,37958138
2021-W11,PL,64469,,,0,,0,0,0,PL71,Age15_17,MOD,37958138
2021-W11,PL,114784,,,5,,1,0,0,PL22,Age15_17,COM,37958138
2021-W11,PL,62501,,,0,,0,0,0,PL82,Age15_17,JANSS,37958138
2021-W11,PL,33408,,,0,,0,0,0,PL72,Age15_17,JANSS,37958138
2021-W11,PL,62501,,,1,,0,0,0,PL82,Age15_17,AZ,37958138
2021-W11,PL,24424,,,0,,0,0,0,PL52,Age15_17,MOD,37958138
2021-W11,PL,58767,,,0,,0,0,0,PL61,Age15_17,AZ,37958138
2021-W11,PL,1051166,,,45,,13,0,0,PL,Age15_17,COM,37958138
2021-W11,PL,99966,,,0,,0,0,0,PL41,Age15_17,JANSS,37958138
2021-W11,PL,32231,,,0,,0,0,0,PL84,Age15_17,MOD,37958138
2021-W11,PL,,,,0,,0,0,0,PL92X,Age15_17,MOD,37958138
2021-W11,PL,67147,,,0,,0,0,0,PL63,Age15_17,JANSS,37958138
2021-W11,PL,1051166,,,1,,0,0,0,PL,Age15_17,MOD,37958138
2021-W11,PL,67147,,,1,,0,0,0,PL63,Age15_17,AZ,37958138
2021-W11,PL,1051166,,,12,,0,0,0,PL,Age15_17,AZ,37958138
2021-W11,PL,64469,,,0,,0,0,0,PL71,Age15_17,JANSS,37958138
2021-W11,PL,24424,,,0,,0,0,0,PL52,Age15_17,JANSS,37958138
2021-W11,PL,24424,,,0,,0,0,0,PL52,Age15_17,AZ,37958138
2021-W11,PL,27688,,,0,,0,0,0,PL43,Age15_17,AZ,37958138
2021-W11,PL,59906,,,0,,0,0,0,PL81,Age15_17,JANSS,37958138
2021-W11,PL,41292,,,3,,2,0,0,PL62,Age15_17,COM,37958138
2021-W11,PL,99966,,,5,,2,0,0,PL41,Age15_17,COM,37958138
2021-W11,PL,72016,,,0,,0,0,0,PL51,Age15_17,JANSS,37958138
2021-W11,PL,45572,,,1,,0,0,0,PL42,Age15_17,AZ,37958138
2021-W11,PL,58767,,,0,,0,0,0,PL61,Age15_17,MOD,37958138
2021-W11,PL,99966,,,0,,0,0,0,PL41,Age15_17,MOD,37958138
2021-W11,PL,45572,,,4,,0,0,0,PL42,Age15_17,COM,37958138
2021-W11,PL,97831,,,0,,0,0,0,PL21,Age15_17,AZ,37958138
2021-W11,PL,27688,,,0,,0,0,0,PL43,Age15_17,MOD,37958138
2021-W11,PL,64469,,,3,,1,0,0,PL71,Age15_17,COM,37958138
2021-W11,PL,1051166,,,0,,0,0,0,PL,Age15_17,JANSS,37958138
2021-W11,PL,45572,,,0,,0,0,0,PL42,Age15_17,JANSS,37958138
2021-W11,PL,64469,,,0,,0,0,0,PL71,Age15_17,AZ,37958138
2021-W11,PL,45572,,,0,,0,0,0,PL42,Age15_17,MOD,37958138
2021-W11,PL,114784,,,0,,0,0,0,PL22,Age15_17,AZ,37958138
2021-W11,PL,32231,,,0,,0,0,0,PL84,Age15_17,JANSS,37958138
2021-W11,PL,58767,,,0,,0,0,0,PL61,Age15_17,JANSS,37958138
2021-W11,PL,27688,,,0,,1,0,0,PL43,Age15_17,COM,37958138
2021-W11,PL,97831,,,0,,0,0,0,PL21,Age15_17,JANSS,37958138
2021-W11,PL,72016,,,4,,0,0,0,PL51,Age15_17,COM,37958138
2021-W11,PL,67147,,,1,,0,0,0,PL63,Age15_17,MOD,37958138
2021-W11,PL,33408,,,0,,0,0,0,PL72,Age15_17,COM,37958138
2021-W11,PL,41292,,,0,,0,0,0,PL62,Age15_17,MOD,37958138
2021-W11,PL,32231,,,0,,0,0,0,PL84,Age15_17,COM,37958138
2021-W11,PL,,,,2,,0,0,0,PL92X,Age15_17,AZ,37958138
2021-W11,PL,41292,,,2,,0,0,0,PL62,Age15_17,AZ,37958138
2021-W11,PL,72016,,,1,,0,0,0,PL51,Age15_17,AZ,37958138
2021-W11,PL,33408,,,0,,0,0,0,PL72,Age15_17,MOD,37958138
2021-W11,PL,114784,,,0,,0,0,0,PL22,Age15_17,JANSS,37958138
2021-W11,PL,33408,,,0,,0,0,0,PL72,Age15_17,AZ,37958138
2021-W11,PL,62501,,,2,,0,0,0,PL82,Age15_17,COM,37958138
2021-W11,PL,58767,,,4,,1,0,0,PL61,Age15_17,COM,37958138
2021-W11,PL,59906,,,2,,0,0,0,PL81,Age15_17,AZ,37958138
2021-W11,PL,41292,,,0,,0,0,0,PL62,Age15_17,JANSS,37958138
2021-W11,PL,62501,,,0,,0,0,0,PL82,Age15_17,MOD,37958138
2021-W11,PL,155296,,,0,,0,0,0,PL61,Age18_24,JANSS,37958138
2021-W11,PL,257295,,,81,,63,0,0,PL21,Age18_24,COM,37958138
2021-W11,PL,73609,,,62,,2,0,0,PL43,Age18_24,AZ,37958138
2021-W11,PL,,,,0,,0,0,0,PL92X,Age18_24,JANSS,37958138
2021-W11,PL,67721,,,0,,0,0,0,PL52,Age18_24,MOD,37958138
2021-W11,PL,257295,,,0,,0,0,0,PL21,Age18_24,JANSS,37958138
2021-W11,PL,67721,,,10,,12,0,0,PL52,Age18_24,COM,37958138
2021-W11,PL,171036,,,0,,0,0,0,PL63,Age18_24,JANSS,37958138
2021-W11,PL,2754264,,,7492,,4,0,0,PL,Age18_24,AZ,37958138
2021-W11,PL,163186,,,68,,40,0,0,PL81,Age18_24,COM,37958138
2021-W11,PL,2754264,,,0,,0,0,0,PL,Age18_24,JANSS,37958138
2021-W11,PL,257295,,,2,,19,0,0,PL21,Age18_24,MOD,37958138
2021-W11,PL,,,,15,,71,0,0,PL92X,Age18_24,MOD,37958138
2021-W11,PL,88801,,,6,,9,0,0,PL84,Age18_24,MOD,37958138
2021-W11,PL,67721,,,0,,0,0,0,PL52,Age18_24,JANSS,37958138
2021-W11,PL,,,,1137,,0,0,0,PL92X,Age18_24,AZ,37958138
2021-W11,PL,,,,162,,135,0,0,PL92X,Age18_24,COM,37958138
2021-W11,PL,257295,,,853,,0,0,0,PL21,Age18_24,AZ,37958138
2021-W11,PL,257651,,,0,,0,0,0,PL41,Age18_24,JANSS,37958138
2021-W11,PL,91866,,,29,,14,0,0,PL72,Age18_24,COM,37958138
2021-W11,PL,109948,,,1,,1,0,0,PL62,Age18_24,MOD,37958138
2021-W11,PL,189725,,,93,,42,0,0,PL51,Age18_24,COM,37958138
2021-W11,PL,91866,,,0,,1,0,0,PL72,Age18_24,MOD,37958138
2021-W11,PL,189725,,,0,,0,0,0,PL51,Age18_24,JANSS,37958138
2021-W11,PL,169826,,,896,,0,0,0,PL71,Age18_24,AZ,37958138
2021-W11,PL,120140,,,1,,2,0,0,PL42,Age18_24,MOD,37958138
2021-W11,PL,169826,,,0,,0,0,0,PL71,Age18_24,JANSS,37958138
2021-W11,PL,109948,,,21,,17,0,0,PL62,Age18_24,COM,37958138
2021-W11,PL,299728,,,4,,18,0,0,PL22,Age18_24,MOD,37958138
2021-W11,PL,257651,,,332,,1,0,0,PL41,Age18_24,AZ,37958138
2021-W11,PL,171036,,,21,,165,0,0,PL63,Age18_24,MOD,37958138
2021-W11,PL,189725,,,6,,20,0,0,PL51,Age18_24,MOD,37958138
2021-W11,PL,169826,,,2,,24,0,0,PL71,Age18_24,MOD,37958138
2021-W11,PL,2754264,,,77,,344,0,0,PL,Age18_24,MOD,37958138
2021-W11,PL,155296,,,0,,2,0,0,PL61,Age18_24,MOD,37958138
2021-W11,PL,120140,,,221,,0,0,0,PL42,Age18_24,AZ,37958138
2021-W11,PL,171036,,,103,,75,0,0,PL63,Age18_24,COM,37958138
2021-W11,PL,163186,,,0,,0,0,0,PL81,Age18_24,JANSS,37958138
2021-W11,PL,170066,,,75,,42,0,0,PL82,Age18_24,COM,37958138
2021-W11,PL,171036,,,184,,1,0,0,PL63,Age18_24,AZ,37958138
2021-W11,PL,120140,,,30,,20,0,0,PL42,Age18_24,COM,37958138
2021-W11,PL,257651,,,11,,5,0,0,PL41,Age18_24,MOD,37958138
2021-W11,PL,88801,,,187,,0,0,0,PL84,Age18_24,AZ,37958138
2021-W11,PL,91866,,,164,,0,0,0,PL72,Age18_24,AZ,37958138
2021-W11,PL,299728,,,1517,,0,0,0,PL22,Age18_24,AZ,37958138
2021-W11,PL,170066,,,312,,0,0,0,PL82,Age18_24,AZ,37958138
2021-W11,PL,2754264,,,954,,762,0,0,PL,Age18_24,COM,37958138
2021-W11,PL,88801,,,29,,18,0,0,PL84,Age18_24,COM,37958138
2021-W11,PL,155296,,,26,,49,0,0,PL61,Age18_24,COM,37958138
2021-W11,PL,299728,,,96,,119,0,0,PL22,Age18_24,COM,37958138
2021-W11,PL,170066,,,0,,0,0,0,PL82,Age18_24,JANSS,37958138
2021-W11,PL,120140,,,0,,0,0,0,PL42,Age18_24,JANSS,37958138
2021-W11,PL,109948,,,0,,0,0,0,PL62,Age18_24,JANSS,37958138
2021-W11,PL,67721,,,32,,0,0,0,PL52,Age18_24,AZ,37958138
2021-W11,PL,73609,,,1,,0,0,0,PL43,Age18_24,MOD,37958138
2021-W11,PL,257651,,,52,,49,0,0,PL41,Age18_24,COM,37958138
2021-W11,PL,109948,,,148,,0,0,0,PL62,Age18_24,AZ,37958138
2021-W11,PL,88801,,,0,,0,0,0,PL84,Age18_24,JANSS,37958138
2021-W11,PL,169826,,,63,,56,0,0,PL71,Age18_24,COM,37958138
2021-W11,PL,163186,,,736,,0,0,0,PL81,Age18_24,AZ,37958138
2021-W11,PL,163186,,,4,,4,0,0,PL81,Age18_24,MOD,37958138
2021-W11,PL,299728,,,0,,0,0,0,PL22,Age18_24,JANSS,37958138
2021-W11,PL,91866,,,0,,0,0,0,PL72,Age18_24,JANSS,37958138
2021-W11,PL,170066,,,3,,3,0,0,PL82,Age18_24,MOD,37958138
2021-W11,PL,73609,,,16,,11,0,0,PL43,Age18_24,COM,37958138
2021-W11,PL,73609,,,0,,0,0,0,PL43,Age18_24,JANSS,37958138
2021-W11,PL,155296,,,275,,0,0,0,PL61,Age18_24,AZ,37958138
2021-W11,PL,189725,,,436,,0,0,0,PL51,Age18_24,AZ,37958138
2021-W11,PL,14035724,,,802,,1833,0,0,PL,Age25_49,MOD,37958138
2021-W11,PL,513216,,,628,,0,0,0,PL62,Age25_49,AZ,37958138
2021-W11,PL,416409,,,332,,204,0,0,PL84,Age25_49,COM,37958138
2021-W11,PL,14035724,,,9614,,5867,0,0,PL,Age25_49,COM,37958138
2021-W11,PL,14035724,,,24784,,57,0,0,PL,Age25_49,AZ,37958138
2021-W11,PL,754125,,,4,,24,0,0,PL61,Age25_49,MOD,37958138
2021-W11,PL,758087,,,1007,,1,0,0,PL81,Age25_49,AZ,37958138
2021-W11,PL,,,,1667,,1093,0,0,PL92X,Age25_49,COM,37958138
2021-W11,PL,1311099,,,1,,0,0,0,PL41,Age25_49,JANSS,37958138
2021-W11,PL,437181,,,506,,0,0,0,PL72,Age25_49,AZ,37958138
2021-W11,PL,877201,,,50,,116,0,0,PL71,Age25_49,MOD,37958138
2021-W11,PL,372241,,,3,,0,0,0,PL43,Age25_49,MOD,37958138
2021-W11,PL,1266726,,,3,,0,0,0,PL21,Age25_49,JANSS,37958138
2021-W11,PL,1075447,,,725,,351,0,0,PL51,Age25_49,COM,37958138
2021-W11,PL,774259,,,49,,16,0,0,PL82,Age25_49,MOD,37958138
2021-W11,PL,340831,,,5,,1,0,0,PL52,Age25_49,MOD,37958138
2021-W11,PL,,,,121,,629,0,0,PL92X,Age25_49,MOD,37958138
2021-W11,PL,416409,,,370,,1,0,0,PL84,Age25_49,AZ,37958138
2021-W11,PL,513216,,,31,,61,0,0,PL62,Age25_49,MOD,37958138
2021-W11,PL,863608,,,1557,,0,0,0,PL63,Age25_49,AZ,37958138
2021-W11,PL,774259,,,776,,356,0,0,PL82,Age25_49,COM,37958138
2021-W11,PL,863608,,,742,,392,0,0,PL63,Age25_49,COM,37958138
2021-W11,PL,372241,,,177,,97,0,0,PL43,Age25_49,COM,37958138
2021-W11,PL,372241,,,0,,0,0,0,PL43,Age25_49,JANSS,37958138
2021-W11,PL,1311099,,,2185,,4,0,0,PL41,Age25_49,AZ,37958138
2021-W11,PL,372241,,,356,,32,0,0,PL43,Age25_49,AZ,37958138
2021-W11,PL,774259,,,0,,0,0,0,PL82,Age25_49,JANSS,37958138
2021-W11,PL,613499,,,3,,0,0,0,PL42,Age25_49,JANSS,37958138
2021-W11,PL,1628150,,,0,,0,0,0,PL22,Age25_49,JANSS,37958138
2021-W11,PL,863608,,,0,,0,0,0,PL63,Age25_49,JANSS,37958138
2021-W11,PL,437181,,,0,,0,0,0,PL72,Age25_49,JANSS,37958138
2021-W11,PL,758087,,,561,,299,0,0,PL81,Age25_49,COM,37958138
2021-W11,PL,513216,,,0,,0,0,0,PL62,Age25_49,JANSS,37958138
2021-W11,PL,613499,,,286,,255,0,0,PL42,Age25_49,COM,37958138
2021-W11,PL,513216,,,306,,175,0,0,PL62,Age25_49,COM,37958138
2021-W11,PL,1266726,,,43,,180,0,0,PL21,Age25_49,MOD,37958138
2021-W11,PL,1628150,,,3475,,0,0,0,PL22,Age25_49,AZ,37958138
2021-W11,PL,14035724,,,10,,0,0,0,PL,Age25_49,JANSS,37958138
2021-W11,PL,1075447,,,105,,137,0,0,PL51,Age25_49,MOD,37958138
2021-W11,PL,877201,,,1503,,18,0,0,PL71,Age25_49,AZ,37958138
2021-W11,PL,758087,,,39,,28,0,0,PL81,Age25_49,MOD,37958138
2021-W11,PL,1266726,,,1004,,595,0,0,PL21,Age25_49,COM,37958138
2021-W11,PL,,,,2,,0,0,0,PL92X,Age25_49,JANSS,37958138
2021-W11,PL,340831,,,164,,85,0,0,PL52,Age25_49,COM,37958138
2021-W11,PL,437181,,,275,,279,0,0,PL72,Age25_49,COM,37958138
2021-W11,PL,613499,,,19,,11,0,0,PL42,Age25_49,MOD,37958138
2021-W11,PL,1628150,,,839,,561,0,0,PL22,Age25_49,COM,37958138
2021-W11,PL,877201,,,0,,0,0,0,PL71,Age25_49,JANSS,37958138
2021-W11,PL,1628150,,,33,,49,0,0,PL22,Age25_49,MOD,37958138
2021-W11,PL,416409,,,0,,0,0,0,PL84,Age25_49,JANSS,37958138
2021-W11,PL,774259,,,955,,0,0,0,PL82,Age25_49,AZ,37958138
2021-W11,PL,437181,,,0,,0,0,0,PL72,Age25_49,MOD,37958138
2021-W11,PL,877201,,,629,,374,0,0,PL71,Age25_49,COM,37958138
2021-W11,PL,1266726,,,3204,,1,0,0,PL21,Age25_49,AZ,37958138
2021-W11,PL,416409,,,56,,96,0,0,PL84,Age25_49,MOD,37958138
2021-W11,PL,,,,4788,,0,0,0,PL92X,Age25_49,AZ,37958138
2021-W11,PL,754125,,,1303,,0,0,0,PL61,Age25_49,AZ,37958138
2021-W11,PL,1075447,,,1355,,0,0,0,PL51,Age25_49,AZ,37958138
2021-W11,PL,613499,,,1324,,0,0,0,PL42,Age25_49,AZ,37958138
2021-W11,PL,758087,,,0,,0,0,0,PL81,Age25_49,JANSS,37958138
2021-W11,PL,863608,,,176,,456,0,0,PL63,Age25_49,MOD,37958138
2021-W11,PL,754125,,,457,,339,0,0,PL61,Age25_49,COM,37958138
2021-W11,PL,1311099,,,674,,412,0,0,PL41,Age25_49,COM,37958138
2021-W11,PL,754125,,,0,,0,0,0,PL61,Age25_49,JANSS,37958138
2021-W11,PL,340831,,,0,,0,0,0,PL52,Age25_49,JANSS,37958138
2021-W11,PL,1311099,,,68,,29,0,0,PL41,Age25_49,MOD,37958138
2021-W11,PL,340831,,,268,,0,0,0,PL52,Age25_49,AZ,37958138
2021-W11,PL,1075447,,,1,,0,0,0,PL51,Age25_49,JANSS,37958138
2021-W11,PL,268723,,,0,,0,0,0,PL63,Age50_59,JANSS,37958138
2021-W11,PL,150688,,,189,,99,0,0,PL84,Age50_59,COM,37958138
2021-W11,PL,268723,,,522,,0,0,0,PL63,Age50_59,AZ,37958138
2021-W11,PL,335778,,,74,,154,0,0,PL51,Age50_59,MOD,37958138
2021-W11,PL,299875,,,0,,0,0,0,PL71,Age50_59,JANSS,37958138
2021-W11,PL,408573,,,701,,0,0,0,PL41,Age50_59,AZ,37958138
2021-W11,PL,,,,1453,,1,0,0,PL92X,Age50_59,AZ,37958138
2021-W11,PL,150688,,,0,,0,0,0,PL84,Age50_59,JANSS,37958138
2021-W11,PL,258090,,,25,,9,0,0,PL81,Age50_59,MOD,37958138
2021-W11,PL,574660,,,597,,257,0,0,PL22,Age50_59,COM,37958138
2021-W11,PL,126175,,,5,,0,0,0,PL52,Age50_59,MOD,37958138
2021-W11,PL,574660,,,0,,0,0,0,PL22,Age50_59,JANSS,37958138
2021-W11,PL,4606379,,,1,,0,0,0,PL,Age50_59,JANSS,37958138
2021-W11,PL,126175,,,83,,0,0,0,PL52,Age50_59,AZ,37958138
2021-W11,PL,335778,,,468,,208,0,0,PL51,Age50_59,COM,37958138
2021-W11,PL,4606379,,,449,,652,0,0,PL,Age50_59,MOD,37958138
2021-W11,PL,178133,,,248,,87,0,0,PL62,Age50_59,COM,37958138
2021-W11,PL,299875,,,415,,163,0,0,PL71,Age50_59,COM,37958138
2021-W11,PL,119913,,,135,,22,0,0,PL43,Age50_59,AZ,37958138
2021-W11,PL,119913,,,0,,0,0,0,PL43,Age50_59,JANSS,37958138
2021-W11,PL,152406,,,176,,113,0,0,PL72,Age50_59,COM,37958138
2021-W11,PL,202987,,,488,,0,0,0,PL42,Age50_59,AZ,37958138
2021-W11,PL,202987,,,22,,2,0,0,PL42,Age50_59,MOD,37958138
2021-W11,PL,4606379,,,8502,,26,0,0,PL,Age50_59,AZ,37958138
2021-W11,PL,406089,,,734,,276,0,0,PL21,Age50_59,COM,37958138
2021-W11,PL,178133,,,0,,0,0,0,PL62,Age50_59,JANSS,37958138
2021-W11,PL,119913,,,5,,0,0,0,PL43,Age50_59,MOD,37958138
2021-W11,PL,408573,,,33,,9,0,0,PL41,Age50_59,MOD,37958138
2021-W11,PL,253070,,,492,,0,0,0,PL61,Age50_59,AZ,37958138
2021-W11,PL,299875,,,24,,20,0,0,PL71,Age50_59,MOD,37958138
2021-W11,PL,202987,,,204,,152,0,0,PL42,Age50_59,COM,37958138
2021-W11,PL,,,,0,,0,0,0,PL92X,Age50_59,JANSS,37958138
2021-W11,PL,152406,,,0,,0,0,0,PL72,Age50_59,MOD,37958138
2021-W11,PL,258090,,,0,,0,0,0,PL81,Age50_59,JANSS,37958138
2021-W11,PL,268723,,,94,,115,0,0,PL63,Age50_59,MOD,37958138
2021-W11,PL,152406,,,0,,0,0,0,PL72,Age50_59,JANSS,37958138
2021-W11,PL,261041,,,0,,0,0,0,PL82,Age50_59,JANSS,37958138
2021-W11,PL,258090,,,386,,166,0,0,PL81,Age50_59,COM,37958138
2021-W11,PL,126175,,,0,,0,0,0,PL52,Age50_59,JANSS,37958138
2021-W11,PL,335778,,,523,,0,0,0,PL51,Age50_59,AZ,37958138
2021-W11,PL,178133,,,210,,0,0,0,PL62,Age50_59,AZ,37958138
